Probeset	GeneSymbole	Signal
201401_s_at	ADRBK1	254.5515855
201402_at	ADRBK1	37.9942442
201403_s_at	MGST3	11299.63906
201404_x_at	PSMB2	398.3757939
201405_s_at	COPS6	3166.095774
201406_at	RPL36A	20749.85861
201407_s_at	PPP1CB	2755.640449
201408_at	PPP1CB	4176.049295
201409_s_at	PPP1CB	5044.217025
201410_at	PLEKHB2	987.707807
201411_s_at	PLEKHB2	618.3000594
201412_at	LRP10	2349.059081
201413_at	HSD17B4	3446.891827
201414_s_at	NAP1L4	1500.979432
201415_at	GSS	432.4676977
201416_at	SOX4	367.5036576
201417_at	SOX4	1950.938318
201418_s_at	SOX4	28.6286945
201419_at	BAP1	796.4313302
201420_s_at	WDR77	584.5843764
201421_s_at	WDR77	856.3360358
201422_at	IFI30	1968.740398
201423_s_at	CUL4A	2190.633594
201424_s_at	CUL4A	2475.189051
201425_at	ALDH2	8317.186681
201426_s_at	VIM	16910.02274
201427_s_at	SEPP1	15280.91033
201428_at	CLDN4	15.31120674
201429_s_at	RPL37A	22597.62548
201430_s_at	DPYSL3	361.6906757
201431_s_at	DPYSL3	5010.165505
201432_at	CAT	8978.443344
201433_s_at	PTDSS1	1749.610285
201434_at	TTC1	1637.916987
201435_s_at	EIF4E	1796.172891
201436_at	EIF4E	550.5015458
201437_s_at	EIF4E	1445.267446
201438_at	COL6A3	4968.678918
201439_at	GBF1	823.1083327
201440_at	DDX23	1132.319805
201441_at	COX6B1	9736.952291
201442_s_at	ATP6AP2	101.9268316
201443_s_at	ATP6AP2	4209.01094
201444_s_at	ATP6AP2	1774.86411
201445_at	CNN3	1008.970386
201446_s_at	TIA1	935.8063929
201447_at	TIA1	784.8887392
201448_at	TIA1	2415.893448
201449_at	TIA1	787.7722687
201450_s_at	TIA1	636.0879192
201451_x_at	RHEB	37.81455933
201452_at	RHEB	84.99532027
201453_x_at	RHEB	6801.410657
201454_s_at	NPEPPS	1596.971314
201455_s_at	NPEPPS	3842.198876
201456_s_at	BUB3	589.9811073
201457_x_at	BUB3	1755.789065
201458_s_at	BUB3	1493.963778
201459_at	RUVBL2	1689.375298
201460_at	MAPKAPK2	1394.87053
201461_s_at	MAPKAPK2	688.1861416
201462_at	SCRN1	1054.03714
201463_s_at	TALDO1	3575.023455
201464_x_at	JUN	3479.476786
201465_s_at	JUN	423.8329337
201466_s_at	JUN	2257.434964
201467_s_at	NQO1	324.6961158
201468_s_at	NQO1	1082.14842
201469_s_at	SHC1	212.9498592
201470_at	GSTO1	6483.02289
201471_s_at	SQSTM1	7354.98
201472_at	VBP1	6783.976454
201473_at	JUNB	542.456338
201474_s_at	ITGA3	419.1740117
201475_x_at	MARS	1390.345621
201476_s_at	RRM1	918.7732265
201477_s_at	RRM1	2033.652911
201478_s_at	DKC1	1067.773983
201479_at	DKC1	1064.724232
201480_s_at	SUPT5H	888.9493224
201481_s_at	PYGB	385.3505642
201482_at	QSOX1	353.2590681
201483_s_at	SUPT4H1	1101.170212
201484_at	SUPT4H1	1095.828641
201485_s_at	RCN2	1550.633157
201486_at	RCN2	3291.984788
201487_at	CTSC	2144.493452
201488_x_at	KHDRBS1	1719.547391
201489_at	PPIF	1883.482176
201490_s_at	PPIF	1160.478972
201491_at	AHSA1	3202.565334
201492_s_at	RPL41	21700.54812
201493_s_at	PUM2	1885.043848
201494_at	PRCP	2493.430485
201495_x_at	MYH11	89.58011493
201496_x_at	MYH11	858.6709093
201497_x_at	MYH11	4728.402787
201498_at	USP7	2873.332044
201499_s_at	USP7	2424.514626
201500_s_at	PPP1R11	3198.490974
201501_s_at	GRSF1	2579.474687
201502_s_at	NFKBIA	5068.254123
201503_at	G3BP1	4081.231908
201504_s_at	TSN	789.3288791
201505_at	LAMB1	4633.653926
201506_at	TGFBI	4031.063372
201507_at	PFDN1	1335.922221
201508_at	IGFBP4	3216.095933
201509_at	IDH3B	552.3951072
201510_at	ELF3	14.78503947
201511_at	AAMP	567.1795073
201512_s_at	TOMM70A	1745.083494
201513_at	TSN	1206.559676
201514_s_at	G3BP1	1498.391251
201515_s_at	TSN	3218.186644
201516_at	SRM	1253.572029
201517_at	NCBP2	1403.903296
201518_at	CBX1	3779.775644
201519_at	TOMM70A	5667.377769
201520_s_at	GRSF1	4016.351667
201521_s_at	NCBP2	546.9636856
201522_x_at	NA	4475.751704
201523_x_at	UBE2N	1994.179502
201524_x_at	UBE2N	4372.642082
201525_at	APOD	8626.874727
201526_at	ARF5	754.1031827
201527_at	ATP6V1F	3378.346641
201528_at	RPA1	2232.028217
201529_s_at	RPA1	1025.236814
201530_x_at	EIF4A1	7959.618079
201531_at	ZFP36	2435.227166
201532_at	PSMA3	5393.700747
201533_at	CTNNB1	4731.252262
201534_s_at	UBL3	4027.292138
201535_at	UBL3	4143.104395
201536_at	DUSP3	5914.300399
201537_s_at	DUSP3	1213.669621
201538_s_at	DUSP3	604.1541677
201539_s_at	FHL1	22556.01297
201540_at	FHL1	20306.09967
201541_s_at	ZNHIT1	1720.301838
201542_at	SAR1A	3336.960997
201543_s_at	SAR1A	802.049998
201544_x_at	PABPN1	3485.380476
201545_s_at	PABPN1	523.8245129
201546_at	TRIP12	4058.510058
201547_at	KDM5B	72.87587882
201548_s_at	KDM5B	533.6684322
201549_x_at	KDM5B	611.71544
201550_x_at	ACTG1	15820.67499
201551_s_at	LAMP1	396.0122107
201552_at	LAMP1	3642.472626
201553_s_at	LAMP1	9595.604035
201554_x_at	GYG1	14085.69203
201555_at	MCM3	745.7827792
201556_s_at	VAMP2	752.836617
201557_at	VAMP2	611.9024805
201558_at	RAE1	842.9888652
201559_s_at	CLIC4	540.3702432
201560_at	CLIC4	4096.048999
201561_s_at	CLSTN1	1935.663042
201562_s_at	SORD	170.4927051
201563_at	SORD	501.9801033
201564_s_at	FSCN1	199.2695173
201565_s_at	ID2	1784.069672
201566_x_at	ID2	397.3739041
201567_s_at	GOLGA4	4674.88641
201568_at	UQCRQ	9450.375618
201569_s_at	SAMM50	1649.938675
201570_at	SAMM50	3981.838923
201571_s_at	DCTD	884.2569359
201572_x_at	DCTD	1096.019981
201573_s_at	ETF1	1572.669164
201574_at	ETF1	2627.570009
201575_at	SNW1	3369.579065
201576_s_at	GLB1	992.8474651
201577_at	NME1	2192.814328
201578_at	PODXL	1513.118266
201579_at	FAT1	926.5495551
201580_s_at	TMX4	1172.119953
201581_at	TMX4	5317.625733
201582_at	SEC23B	301.2071284
201583_s_at	SEC23B	848.5432695
201584_s_at	DDX39	1191.508075
201585_s_at	SFPQ	1273.636571
201586_s_at	SFPQ	2675.289977
201587_s_at	IRAK1	1429.212868
201588_at	TXNL1	7643.823037
201589_at	SMC1A	1439.095111
201590_x_at	ANXA2	12543.21709
201591_s_at	NISCH	2429.809123
201592_at	EIF3H	9388.533717
201593_s_at	ZC3H15	1645.421075
201594_s_at	PPP4R1	1649.348277
201595_s_at	ZC3H15	3347.782411
201596_x_at	KRT18	5093.737276
201597_at	COX7A2	9302.544541
201598_s_at	INPPL1	549.885547
201599_at	OAT	7218.622497
201600_at	PHB2	11480.74522
201601_x_at	IFITM1	7343.303389
201602_s_at	PPP1R12A	477.9685166
201603_at	PPP1R12A	1584.482838
201604_s_at	PPP1R12A	1019.154878
201605_x_at	CNN2	779.2314579
201606_s_at	PWP1	2094.119014
201607_at	PWP1	732.724806
201608_s_at	PWP1	1373.962744
201609_x_at	ICMT	2341.983522
201610_at	ICMT	5.031012525
201611_s_at	ICMT	1440.536897
201612_at	ALDH9A1	6585.985271
201613_s_at	AP1G2	758.754907
201614_s_at	RUVBL1	708.8675104
201615_x_at	CALD1	356.977131
201616_s_at	CALD1	2115.176124
201617_x_at	CALD1	2400.154591
201618_x_at	GPAA1	982.1806069
201619_at	PRDX3	7819.802359
201620_at	MBTPS1	551.2494196
201621_at	NBL1	679.5939621
201622_at	SND1	1291.684001
201623_s_at	DARS	4006.307518
201624_at	DARS	1777.217671
201625_s_at	INSIG1	105.3093842
201626_at	INSIG1	876.8837083
201627_s_at	INSIG1	577.3043842
201628_s_at	RRAGA	5768.422305
201629_s_at	ACP1	719.9731858
201630_s_at	ACP1	2565.023101
201631_s_at	IER3	949.1055378
201632_at	EIF2B1	1978.387569
201633_s_at	CYB5B	534.9662931
201634_s_at	CYB5B	730.2346975
201635_s_at	FXR1	4281.941214
201636_at	FXR1	12537.7027
201637_s_at	FXR1	10133.28939
201638_s_at	CPSF1	99.0946861
201639_s_at	CPSF1	580.4192424
201640_x_at	CLPTM1	381.3913001
201641_at	BST2	592.4282525
201642_at	IFNGR2	3485.565238
201643_x_at	KDM3B	2536.134789
201644_at	TSTA3	564.8635097
201645_at	TNC	455.9654583
201646_at	SCARB2	2229.796236
201647_s_at	SCARB2	922.2778233
201648_at	JAK1	6116.534007
201649_at	UBE2L6	1501.436514
201650_at	KRT19	7022.278024
201651_s_at	PACSIN2	2704.080904
201652_at	COPS5	5424.150452
201653_at	CNIH	6365.320356
201654_s_at	HSPG2	143.5161212
201655_s_at	HSPG2	2087.251367
201656_at	ITGA6	2439.571937
201657_at	ARL1	879.2203903
201658_at	ARL1	2546.110172
201659_s_at	ARL1	2148.082115
201660_at	ACSL3	1831.021361
201661_s_at	ACSL3	3098.869482
201662_s_at	ACSL3	1436.551983
201663_s_at	SMC4	477.4659119
201664_at	SMC4	960.0862662
201665_x_at	RPS17	16768.08243
201666_at	TIMP1	16165.64922
201667_at	GJA1	11880.07043
201668_x_at	MARCKS	8.708409837
201669_s_at	MARCKS	2808.115446
201670_s_at	MARCKS	780.8805522
201671_x_at	USP14	2456.644501
201672_s_at	USP14	4490.377021
201673_s_at	GYS1	4355.489494
201674_s_at	AKAP1	4917.92135
201675_at	AKAP1	8144.070589
201676_x_at	PSMA1	9775.484829
201677_at	C3orf37	462.2296489
201678_s_at	C3orf37	931.8760053
201679_at	SRRT	102.3771404
201680_x_at	SRRT	1758.386081
201681_s_at	DLG5	2311.621944
201682_at	PMPCB	3579.580481
201683_x_at	TOX4	327.7583945
201684_s_at	TOX4	1137.156991
201685_s_at	TOX4	1372.318926
201686_x_at	API5	505.7426486
201687_s_at	API5	2072.647196
201688_s_at	TPD52	429.9661151
201689_s_at	TPD52	767.4657177
201690_s_at	TPD52	2191.943117
201691_s_at	TPD52	119.7728905
201692_at	SIGMAR1	687.4972127
201693_s_at	EGR1	498.1507858
201694_s_at	EGR1	1137.440404
201695_s_at	PNP	378.6596408
201696_at	SFRS4	3321.919206
201697_s_at	DNMT1	420.2360642
201698_s_at	SFRS9	2298.719734
201699_at	PSMC6	4312.082368
201700_at	CCND3	763.7010835
201701_s_at	PGRMC2	1471.826636
201702_s_at	PPP1R10	9.094276391
201703_s_at	PPP1R10	481.4411997
201704_at	ENTPD6	487.0931097
201705_at	PSMD7	4407.641675
201706_s_at	PEX19	1567.308823
201707_at	PEX19	608.2344472
201708_s_at	NIPSNAP1	305.4055663
201709_s_at	NIPSNAP1	492.4668192
201710_at	MYBL2	31.66080007
201711_x_at	RANBP2	1246.415776
201712_s_at	RANBP2	652.3279272
201713_s_at	RANBP2	3964.836091
201714_at	TUBG1	701.2640804
201715_s_at	ACIN1	780.8275244
201716_at	SNX1	1821.221193
201717_at	MRPL49	1935.475869
201718_s_at	EPB41L2	914.3445978
201719_s_at	EPB41L2	1465.864039
201720_s_at	LAPTM5	1382.624056
201721_s_at	LAPTM5	5579.402644
201722_s_at	GALNT1	2463.505414
201723_s_at	GALNT1	1829.124813
201724_s_at	GALNT1	976.7093962
201725_at	CDC123	1904.844645
201726_at	ELAVL1	2967.531466
201727_s_at	ELAVL1	439.7453455
201728_s_at	KIAA0100	96.67546372
201729_s_at	KIAA0100	1411.956171
201730_s_at	TPR	882.4150071
201731_s_at	TPR	2753.373863
201732_s_at	CLCN3	465.7282521
201733_at	CLCN3	220.9438711
201734_at	CLCN3	1770.739569
201735_s_at	CLCN3	1032.226664
201736_s_at	6-Mar	1196.752488
201737_s_at	6-Mar	8588.012239
201738_at	EIF1B	6990.145655
201739_at	SGK1	2617.349604
201740_at	NDUFS3	6879.897697
201741_x_at	SFRS1	35.2719645
201742_x_at	SFRS1	1521.611655
201743_at	CD14	2169.989407
201744_s_at	LUM	5828.46725
201745_at	TWF1	1271.471693
201746_at	TP53	501.6160725
201747_s_at	SAFB	478.6559615
201748_s_at	SAFB	1226.168463
201749_at	ECE1	314.6426322
201750_s_at	ECE1	68.29771303
201751_at	JOSD1	1917.992034
201752_s_at	ADD3	3183.961099
201753_s_at	ADD3	4730.803455
201754_at	COX6C	16977.01153
201755_at	MCM5	163.8998661
201756_at	RPA2	1698.173387
201757_at	NDUFS5	9585.050008
201758_at	TSG101	3904.571617
201759_at	TBCD	11.71899306
201760_s_at	WSB2	5733.502271
201761_at	MTHFD2	1838.251593
201762_s_at	PSME2	2955.312213
201763_s_at	DAXX	515.5561104
201764_at	TMEM106C	726.0160497
201765_s_at	HEXA	1147.012384
201766_at	ELAC2	73.08622803
201767_s_at	ELAC2	670.2780812
201768_s_at	CLINT1	998.820479
201769_at	CLINT1	4264.160724
201770_at	SNRPA	803.8852012
201771_at	SCAMP3	1219.678801
201772_at	AZIN1	2685.204613
201773_at	ADNP	3263.038626
201774_s_at	NCAPD2	292.1223354
201775_s_at	KIAA0494	755.0038821
201776_s_at	KIAA0494	1268.251825
201777_s_at	KIAA0494	412.7869735
201778_s_at	KIAA0494	5305.099086
201779_s_at	RNF13	3218.239235
201780_s_at	RNF13	3328.255944
201781_s_at	AIP	705.3082178
201782_s_at	AIP	1441.939379
201783_s_at	RELA	939.4839859
201784_s_at	C11orf58	4867.926817
201785_at	RNASE1	6842.835842
201786_s_at	ADAR	3088.662871
201787_at	FBLN1	743.2065739
201788_at	DDX42	2563.196516
201789_at	DHRS7	11.59783858
201790_s_at	DHCR7	562.1844845
201791_s_at	DHCR7	425.0694742
201792_at	AEBP1	1248.196766
201793_x_at	SMG7	9.330814282
201794_s_at	SMG7	1160.406919
201795_at	LBR	1948.684547
201796_s_at	VARS	54.90668344
201797_s_at	VARS	548.3986532
201798_s_at	MYOF	2590.187705
201799_s_at	OSBP	1175.885092
201800_s_at	OSBP	2062.455997
201801_s_at	SLC29A1	1191.643783
201802_at	SLC29A1	568.674811
201803_at	POLR2B	4465.710821
201804_x_at	TBCB	1515.8534
201805_at	PRKAG1	2265.783877
201806_s_at	ATXN2L	254.4895915
201807_at	VPS26A	5289.845897
201808_s_at	ENG	121.2857672
201809_s_at	ENG	1037.463533
201810_s_at	SH3BP5	454.5639982
201811_x_at	SH3BP5	3922.909362
201812_s_at	NA	15429.32377
201813_s_at	TBC1D5	1048.787495
201814_at	TBC1D5	1414.970318
201815_s_at	TBC1D5	327.6660683
201816_s_at	GBAS	13979.47678
201817_at	UBE3C	1476.88244
201818_at	LPCAT1	465.2285109
201819_at	SCARB1	360.5680558
201820_at	KRT5	406.2881122
201821_s_at	TIMM17A	2042.700634
201822_at	TIMM17A	107.9321794
201823_s_at	RNF14	803.2361319
201824_at	RNF14	1450.363215
201825_s_at	SCCPDH	1174.303024
201826_s_at	SCCPDH	557.1795848
201827_at	SMARCD2	500.8694972
201828_x_at	FAM127A	6592.140455
201829_at	NET1	1795.641407
201830_s_at	NET1	2225.928035
201831_s_at	USO1	1910.220913
201832_s_at	USO1	10705.62717
201833_at	HDAC2	2777.107262
201834_at	PRKAB1	310.0099452
201835_s_at	PRKAB1	239.5681733
201836_s_at	SUPT7L	623.6815881
201837_s_at	SUPT7L	1227.917561
201838_s_at	SUPT7L	331.7307612
201839_s_at	EPCAM	91.9782263
201840_at	NEDD8	3714.593658
201841_s_at	HSPB1	18541.30557
201842_s_at	EFEMP1	12407.58008
201843_s_at	EFEMP1	5237.749082
201844_s_at	RYBP	1288.832669
201845_s_at	RYBP	1203.787155
201846_s_at	RYBP	463.5881979
201847_at	LIPA	3008.063578
201848_s_at	BNIP3	2170.395232
201849_at	BNIP3	7613.864438
201850_at	CAPG	545.7895229
201851_at	SH3GL1	456.494444
201852_x_at	COL3A1	6397.885266
201853_s_at	CDC25B	656.1093828
201854_s_at	ATMIN	877.912421
201855_s_at	ATMIN	1996.8602
201856_s_at	ZFR	907.7128662
201857_at	ZFR	5484.781978
201858_s_at	SRGN	2906.635979
201859_at	SRGN	5933.94351
201860_s_at	PLAT	1249.673535
201861_s_at	LRRFIP1	640.639891
201862_s_at	LRRFIP1	3222.507461
201863_at	FAM32A	982.1723088
201864_at	GDI1	1092.598466
201865_x_at	NR3C1	8755.163222
201866_s_at	NR3C1	740.516701
201867_s_at	TBL1X	148.5448028
201868_s_at	TBL1X	147.818639
201869_s_at	TBL1X	183.5408687
201870_at	TOMM34	438.3617644
201871_s_at	UBXN1	2006.613514
201872_s_at	ABCE1	2092.160424
201873_s_at	ABCE1	1089.872378
201874_at	MPZL1	979.0732527
201875_s_at	MPZL1	662.616872
201876_at	PON2	1723.101072
201877_s_at	PPP2R5C	2787.999124
201878_at	ARIH1	1422.136835
201879_at	ARIH1	696.4543072
201880_at	ARIH1	3049.050695
201881_s_at	ARIH1	1120.48733
201882_x_at	B4GALT1	17.28828808
201883_s_at	B4GALT1	559.1938584
201884_at	CEACAM5	88.36998035
201885_s_at	CYB5R3	7625.298746
201886_at	DCAF11	685.5428966
201887_at	IL13RA1	2526.423112
201888_s_at	IL13RA1	492.6241144
201889_at	FAM3C	5422.264294
201890_at	RRM2	98.45869661
201891_s_at	B2M	21699.56021
201892_s_at	IMPDH2	5789.110799
201893_x_at	DCN	14936.74874
201894_s_at	NA	1858.062588
201895_at	ARAF	1708.72887
201896_s_at	PSRC1	45.20706693
201897_s_at	CKS1B	663.7406912
201898_s_at	UBE2A	2318.59064
201899_s_at	UBE2A	4154.72061
201900_s_at	AKR1A1	1162.790112
201901_s_at	YY1	2602.469061
201902_s_at	YY1	114.2306289
201903_at	UQCRC1	11152.66941
201904_s_at	CTDSPL	830.4546813
201905_s_at	CTDSPL	226.8044226
201906_s_at	CTDSPL	1171.603545
201907_x_at	DVL3	184.9353739
201908_at	DVL3	2277.080944
201909_at	RPS4Y1	354.7294595
201910_at	FARP1	664.7597061
201911_s_at	FARP1	406.0118653
201912_s_at	GSPT1	2578.852518
201913_s_at	COASY	719.0680863
201914_s_at	SEC63	505.7978011
201915_at	SEC63	453.2101989
201916_s_at	SEC63	1913.38297
201917_s_at	SLC25A36	626.2113001
201918_at	SLC25A36	936.564134
201919_at	SLC25A36	3773.252903
201920_at	SLC20A1	1156.737705
201921_at	NA	2922.321366
201922_at	NSA2	7883.5782
201923_at	PRDX4	2776.359843
201924_at	AFF1	8902.319451
201925_s_at	CD55	2271.011779
201926_s_at	CD55	1771.280535
201927_s_at	PKP4	375.6500058
201928_at	PKP4	1160.863286
201929_s_at	PKP4	859.1145482
201930_at	MCM6	1504.017221
201931_at	ETFA	7949.445388
201932_at	LRRC41	988.4979018
201933_at	CHMP1A	572.9049846
201934_at	WDR82	6496.448252
201935_s_at	EIF4G3	1291.190613
201936_s_at	EIF4G3	606.4302498
201937_s_at	DNPEP	937.3097296
201938_at	CDK2AP1	4889.869297
201939_at	PLK2	857.2302218
201940_at	CPD	618.6005277
201941_at	CPD	1388.49115
201942_s_at	CPD	102.504644
201943_s_at	CPD	360.6329133
201944_at	HEXB	2841.926389
201945_at	FURIN	331.2956332
201946_s_at	CCT2	2079.650908
201947_s_at	CCT2	4954.783926
201948_at	GNL2	1197.323315
201949_x_at	CAPZB	2349.186991
201950_x_at	CAPZB	2037.642722
201951_at	ALCAM	195.9848804
201952_at	ALCAM	680.3081182
201953_at	CIB1	1571.746604
201954_at	ARPC1B	1805.132034
201955_at	CCNC	2116.189105
201956_s_at	GNPAT	5616.061954
201957_at	PPP1R12B	5686.779913
201958_s_at	PPP1R12B	9.749835023
201959_s_at	MYCBP2	2995.717818
201960_s_at	MYCBP2	2616.492326
201961_s_at	RNF41	646.6664583
201962_s_at	RNF41	721.6701838
201963_at	ACSL1	11816.43
201964_at	SETX	1456.244268
201965_s_at	SETX	400.5661422
201966_at	NDUFS2	6005.126976
201967_at	RBM6	1573.24136
201968_s_at	PGM1	14484.99392
201969_at	NASP	233.9722314
201970_s_at	NASP	859.8148447
201971_s_at	ATP6V1A	424.0930501
201972_at	ATP6V1A	2002.556616
201973_s_at	NA	6014.790842
201974_s_at	C7orf28A	98.50156003
201975_at	CLIP1	8368.295363
201976_s_at	MYO10	547.5317345
201977_s_at	KIAA0141	550.8070608
201978_s_at	KIAA0141	851.6140083
201979_s_at	PPP5C	374.1367013
201980_s_at	RSU1	1692.583172
201981_at	PAPPA	231.365324
201982_s_at	PAPPA	18.99118594
201983_s_at	EGFR	1180.81265
201984_s_at	EGFR	520.6148073
201985_at	KIAA0196	856.4591388
201986_at	MED13	4532.157047
201987_at	MED13	4896.629941
201988_s_at	CREBL2	1088.677342
201989_s_at	CREBL2	2310.29634
201990_s_at	CREBL2	1390.682084
201991_s_at	KIF5B	8143.113033
201992_s_at	KIF5B	598.9454348
201993_x_at	HNRPDL	5620.003503
201994_at	MORF4L2	11314.0714
201995_at	EXT1	770.9973295
201996_s_at	SPEN	192.3469526
201997_s_at	SPEN	1854.79552
201998_at	ST6GAL1	1988.801734
201999_s_at	DYNLT1	4646.319824
202000_at	NDUFA6	1385.873155
202001_s_at	NDUFA6	8291.163778
202002_at	ACAA2	142.912398
202003_s_at	ACAA2	3230.030954
202004_x_at	SDHC	1166.916504
202005_at	ST14	79.17717023
202006_at	PTPN12	2237.997827
202007_at	NID1	1060.626229
202008_s_at	NID1	278.3324244
202009_at	TWF2	1461.120543
202010_s_at	ZNF410	903.7279098
202011_at	TJP1	7556.741434
202012_s_at	EXT2	747.5357773
202013_s_at	EXT2	464.3419653
202014_at	PPP1R15A	335.9904795
202015_x_at	METAP2	64.11820359
202016_at	MEST	3314.71202
202017_at	EPHX1	3323.493677
202018_s_at	LTF	646.2652878
202019_s_at	LANCL1	347.7797323
202020_s_at	LANCL1	2776.787883
202021_x_at	EIF1	16424.39487
202022_at	ALDOC	346.5416488
202023_at	EFNA1	393.4845343
202024_at	ASNA1	1038.420274
202025_x_at	ACAA1	547.8316468
202026_at	SDHD	7124.3928
202027_at	TMEM184B	817.012727
202028_s_at	RPL38	2233.219032
202029_x_at	RPL38	17918.79985
202030_at	BCKDK	721.6698197
202031_s_at	WIPI2	1271.956227
202032_s_at	MAN2A2	1603.361062
202033_s_at	RB1CC1	4037.225858
202034_x_at	RB1CC1	2064.81081
202035_s_at	SFRP1	39.65572258
202036_s_at	SFRP1	134.4136776
202037_s_at	SFRP1	1442.869934
202038_at	UBE4A	4295.578056
202039_at	NA	3875.654974
202040_s_at	KDM5A	633.7320534
202041_s_at	FIBP	1423.372209
202042_at	HARS	1648.51557
202043_s_at	SMS	2105.85923
202044_at	GRLF1	223.3831257
202045_s_at	GRLF1	269.2186352
202046_s_at	GRLF1	228.100986
202047_s_at	CBX6	1161.518693
202048_s_at	CBX6	752.3339359
202049_s_at	ZMYM4	829.5399563
202050_s_at	ZMYM4	1601.222662
202051_s_at	ZMYM4	2127.599579
202052_s_at	RAI14	407.486684
202053_s_at	ALDH3A2	2188.620932
202054_s_at	ALDH3A2	3420.71351
202055_at	KPNA1	2602.716813
202056_at	KPNA1	3648.64503
202057_at	KPNA1	1158.30191
202058_s_at	KPNA1	380.2731287
202059_s_at	KPNA1	935.610191
202060_at	CTR9	2446.933113
202061_s_at	SEL1L	2297.120123
202062_s_at	SEL1L	165.0574113
202063_s_at	SEL1L	176.9749798
202064_s_at	SEL1L	195.3044294
202065_s_at	PPFIA1	234.143858
202066_at	PPFIA1	1737.072759
202067_s_at	LDLR	136.4894563
202068_s_at	LDLR	245.2403319
202069_s_at	IDH3A	3102.024741
202070_s_at	IDH3A	1119.638211
202071_at	SDC4	1812.321928
202072_at	HNRNPL	337.5651845
202073_at	OPTN	7688.711704
202074_s_at	OPTN	8611.081805
202075_s_at	PLTP	1172.381581
202076_at	BIRC2	3929.546604
202077_at	NDUFAB1	13861.37685
202078_at	COPS3	3566.175686
202079_s_at	TRAK1	399.0633114
202080_s_at	TRAK1	804.3763156
202081_at	IER2	3493.554755
202082_s_at	SEC14L1	523.3251021
202083_s_at	SEC14L1	539.3094944
202084_s_at	SEC14L1	3999.148911
202085_at	TJP2	1941.368209
202086_at	MX1	1035.709767
202087_s_at	CTSL1	2385.097676
202088_at	SLC39A6	2339.454501
202089_s_at	SLC39A6	892.4851662
202090_s_at	UQCR11	11394.70265
202091_at	ARL2BP	160.7552723
202092_s_at	ARL2BP	1387.490173
202093_s_at	PAF1	682.1390505
202094_at	BIRC5	16.20821191
202095_s_at	BIRC5	73.43355375
202096_s_at	TSPO	1182.048247
202097_at	NUP153	2148.812962
202098_s_at	PRMT2	749.3192119
202099_s_at	DGCR2	16.16236913
202100_at	RALB	2690.374938
202101_s_at	RALB	653.6304919
202102_s_at	BRD4	946.7312765
202103_at	BRD4	587.402839
202104_s_at	SPG7	1517.284109
202105_at	IGBP1	2367.564132
202106_at	GOLGA3	956.2975868
202107_s_at	MCM2	416.5422634
202108_at	PEPD	723.0468083
202109_at	ARFIP2	892.9191391
202110_at	COX7B	15681.56968
202111_at	SLC4A2	422.9384959
202112_at	VWF	4150.618771
202113_s_at	SNX2	2615.361209
202114_at	SNX2	1283.022892
202115_s_at	NOC2L	257.419172
202116_at	DPF2	923.7844213
202117_at	ARHGAP1	2731.700217
202118_s_at	CPNE3	1470.313647
202119_s_at	CPNE3	3814.091212
202120_x_at	AP2S1	1193.96417
202121_s_at	CHMP2A	4085.820393
202122_s_at	PLIN3	1362.639991
202123_s_at	ABL1	865.1221926
202124_s_at	TRAK2	754.8511226
202125_s_at	TRAK2	2594.810547
202126_at	PRPF4B	1904.778039
202127_at	PRPF4B	973.7442881
202128_at	KIAA0317	708.0216875
202129_s_at	RIOK3	789.5862487
202130_at	RIOK3	4817.662929
202131_s_at	RIOK3	930.4993864
202132_at	WWTR1	643.2564993
202133_at	WWTR1	3153.156134
202134_s_at	WWTR1	60.65879209
202135_s_at	ACTR1B	1425.6221
202136_at	ZMYND11	4272.139574
202137_s_at	ZMYND11	575.3333899
202138_x_at	AIMP2	3432.299643
202139_at	AKR7A2	1759.172891
202140_s_at	CLK3	977.5197912
202141_s_at	COPS8	4810.097788
202142_at	COPS8	1749.659845
202143_s_at	COPS8	1983.720103
202144_s_at	ADSL	6004.093825
202145_at	LY6E	1368.546356
202146_at	IFRD1	2798.064693
202147_s_at	IFRD1	839.0993721
202148_s_at	PYCR1	338.0920367
202149_at	NEDD9	989.304465
202150_s_at	NEDD9	205.3622932
202151_s_at	UBAC1	5021.116112
202152_x_at	USF2	1268.542042
202153_s_at	NUP62	649.2689262
202154_x_at	TUBB3	1318.824887
202155_s_at	NUP214	534.5038081
202156_s_at	CELF2	733.3555455
202157_s_at	CELF2	9154.299124
202158_s_at	CELF2	1339.90998
202159_at	FARSA	485.1884069
202160_at	CREBBP	3383.834159
202161_at	PKN1	864.4286689
202162_s_at	CNOT8	635.0741029
202163_s_at	CNOT8	643.122391
202164_s_at	CNOT8	1003.366348
202165_at	PPP1R2	2457.047288
202166_s_at	PPP1R2	3458.807132
202167_s_at	MMS19	1048.133357
