"","affy_hg_u133_plus_2","hgnc_symbol"
"42427","238538_at","ANKRD11P2"
"42428","236048_at","LHFPL1"
"42429","236110_at","ST8SIA5"
"42430","239994_at","B3GALT5"
"42431","240043_at","PRR32"
"42432","238926_at","LINC01679"
"42433","237475_x_at","CCDC152"
"42434","235699_at","REM2"
"42435","236012_at","PSMF1"
"42436","235993_at","PSMF1"
"42437","237842_at","MAP7D3"
"42438","239073_at","ANKFY1"
"42439","236194_at",""
"42440","238205_at","DCAF12L1"
"42441","236287_at","RASSF4"
"42442","238541_at","C21orf58"
"42443","238067_at","TBC1D8B"
"42444","238504_at","SDHAF4"
"42445","238054_at","ADPRHL1"
"42446","236804_at","COMT"
"42447","236671_at","COMT"
"42448","237168_at","NEK5"
"42449","240211_at","APCDD1"
"42450","235863_at","JSRP1"
"42451","238453_at","FGFBP3"
"42452","239216_at","TEKT1"
"42453","237102_at",""
"42454","236669_at","FKBP1A"
"42455","235645_at","ESCO1"
"42456","240020_at","CYB5R4"
"42457","237784_at","SUB1"
"42458","237837_at",""
"42459","237519_at",""
"42460","236085_at","CAPSL"
"42461","238695_s_at","RAB39B"
"42462","240431_at","LINC00459"
"42463","239719_at","CD109"
"42464","238746_at","PXMP4"
"42465","239306_at","AJUBA-DT"
"42466","239870_at","SPATS1"
"42467","239034_at","LINC01560"
"42468","236627_at",""
"42469","240225_at","EGFLAM-AS2"
"42470","239553_at","LMO7DN"
"42471","239733_at","DYDC2"
"42472","235726_at","ZBTB10"
"42473","236105_at","ZBTB10"
"42474","240091_at","PSMA8"
"42475","239765_at","CPEB3"
"42476","236384_at","NCBP3"
"42477","236988_x_at","ITGB2"
"42478","238244_at","CIBAR1-DT"
"42479","239985_at",""
"42480","239093_at","HOGA1"
"42481","240235_at","C10orf62"
"42482","237054_at","ENPP5"
"42483","236241_at","MED31"
"42484","236165_at","MSL3"
"42485","236813_at","MORN4"
"42486","238828_at","MFSD4B"
"42487","239257_at","MOV10L1"
"42488","236526_x_at","SHLD3"
"42489","236721_at","ALKBH1"
"42490","235874_at","PRSS35"
"42491","235787_at","CDC37L1"
"42492","238729_x_at","SAV1"
"42493","236606_at",""
"42494","236506_at",""
"42495","238490_at","KIAA2026"
"42496","235731_at","AIPL1"
"42497","236416_at","ARHGEF7"
"42498","236407_at",""
"42499","239067_s_at","PANX2"
"42500","236631_at",""
"42501","239989_at","CNTLN"
"42502","239968_at",""
"42503","239407_at","PAXBP1-AS1"
"42504","236352_at","VGLL2"
"42505","237974_at","ABHD12B"
"42506","238748_at","RAD18"
"42507","238670_at","RAD18"
"42508","238346_s_at","TGS1"
"42509","237862_at",""
"42510","237932_at","XACT"
"42511","236982_at",""
"42512","240068_at","LINC00323"
"42513","239477_at","EFHB"
"42514","236631_at","LINC00319"
"42515","239999_at","MIR99AHG"
"42516","236758_at","FAM236A"
"42517","239074_at","GRAPLDR"
"42518","236257_at","CD2AP"
"42519","238295_at","TEFM"
"42520","237719_x_at","RGS7BP"
"42521","236994_at","FBXL4"
"42522","236848_s_at","TEX13A"
"42523","235758_at","PNMA6A"
"42524","237883_at",""
"42525","238287_at","SLC7A13"
"42526","235899_at","CA13"
"42527","239143_x_at","RNF138"
"42528","236271_at","LNMICC"
"42529","235846_at","FSBP"
"42530","239712_at","CCDC171"
"42531","236945_at","CCDC171"
"42532","237885_at","SOX21-AS1"
"42533","235520_at","ZNF280C"
"42534","237329_at","RBMS3-AS3"
"42535","236363_at","LSM3"
"42536","238113_at","SMIM2-AS1"
"42537","237275_at","LINC00458"
"42538","239781_at","LINC00545"
"42539","240197_at","SYN2"
"42540","239602_at","BRWD1-AS2"
"42541","237059_at","VTA1"
"42542","239702_x_at",""
"42543","235830_at","NT5DC1"
"42544","236314_at","EPM2AIP1"
"42545","236478_at",""
"42546","235933_at",""
"42547","239252_at","COX7B"
"42548","239585_at","KAT2B"
"42549","238689_at","ADGRF1"
"42550","235988_at","ADGRF1"
"42551","236489_at","ADGRF1"
"42552","236940_at",""
"42553","235573_at","HSPH1"
"42554","235727_at","KLHL28"
"42555","238605_at","NOL4"
"42556","235802_at","PLD4"
"42557","237358_at",""
"42558","237981_at","CMYA5"
"42559","239500_at","CLXN"
"42560","237428_at","TEX43"
"42561","237919_at","LIG3"
"42562","238940_at","KLF12"
"42563","239019_at","KLF12"
"42564","238920_at",""
"42565","236366_at",""
"42566","237414_at","F7"
"42567","235946_at","RIBC1"
"42568","237334_at","SFXN2"
"42569","238856_s_at","MIR103A2"
"42570","238334_at","MTG1"
"42571","238333_s_at","MTG1"
"42572","237794_at",""
"42573","238912_x_at","C9orf85"
"42574","235866_at","C9orf85"
"42575","239497_at","EPS15L1"
"42576","237297_at",""
"42577","236517_at","MEGF10"
"42578","239228_at","CSNK2A1"
"42579","239636_at","MCF2L"
"42580","237728_at",""
"42581","237117_at","CSPG4BP"
"42582","238536_at",""
"42583","239880_at","UBE2E2-DT"
"42584","237709_at",""
"42585","240204_at","SNHG14"
"42586","239897_at","BCLAF1"
"42587","235997_at","ZNF74"
"42588","235570_at","RBMS3"
"42589","238447_at","RBMS3"
"42590","236301_at","IKZF3"
"42591","237081_at",""
"42592","237845_at",""
"42593","239936_at","DLEU2"
"42594","239399_at",""
"42595","237004_at",""
"42596","237695_at","LERFS"
"42597","239793_at",""
"42598","240436_at",""
"42599","236837_x_at",""
"42600","237048_at","MRFAP1P1"
"42601","237523_at","MRFAP1P1"
"42602","239061_at","TPRXL"
"42603","238656_at","RAD50"
"42604","239891_x_at","RAB12"
"42605","240012_at",""
"42606","236006_s_at","AKAP10"
"42607","236007_at","AKAP10"
"42608","239483_at",""
"42609","239074_at",""
"42610","235962_at","AZI2"
"42611","238687_x_at","ZNF770"
"42612","238501_at","SUGT1-DT"
"42613","238703_at","FAM207BP"
"42614","239895_at","AQR"
"42615","239524_at","TSSK6"
"42616","238618_at","NF2"
"42617","237145_at","EIF2AK4"
"42618","238411_x_at","NREP"
"42619","236453_at","RPL7AP46"
"42620","239223_s_at","FBXL20"
"42621","239224_at","FBXL20"
"42622","237196_at","MATN2"
"42623","238395_at","EFHC1"
"42624","238077_at","KCTD6"
"42625","238001_at","KCTD6"
"42626","236702_at","RTF2"
"42627","238099_at",""
"42628","238626_at","ANKS6"
"42629","235903_at","ANKS6"
"42630","236852_at","FBXO43"
"42631","237474_at",""
"42632","238662_at","DPH6"
"42633","236519_at","CFAP95"
"42634","235810_at","ZNF182"
"42635","239135_at","CPPED1"
"42636","235510_at","USHBP1"
"42637","238621_at","FMN1"
"42638","240304_s_at","TMC5"
"42639","236983_at","TMC5"
"42640","240303_at","TMC5"
"42641","236769_at","LINC02977"
"42642","237450_at","SMIM32"
"42643","239888_at","UBQLN2"
"42644","235725_at","SMAD4"
"42645","239336_at","THBS1-IT1"
"42646","235902_at",""
"42647","235767_x_at","PHAX"
"42648","237621_at","GABRG3-AS1"
"42649","236164_at","GABPB1-IT1"
"42650","238903_at","UBXN2B"
"42651","239713_at","CASC2"
"42652","237766_at","ATP9B"
"42653","238207_at","SMIM4"
"42654","236571_at","SLC2A3"
"42655","238360_s_at","LINC00672"
"42656","240278_at","RASSF1-AS1"
"42657","238530_at","NNT"
"42658","239300_at","PIK3C3"
"42659","238623_at","MAP3K4-AS1"
"42660","240024_at","SEC14L2"
"42661","235600_at","DLK1"
"42662","236911_at","RIMKLB"
"42663","236101_at","SLC2A9"
"42664","240223_at","SLC2A9"
"42665","238763_at","RBM20"
"42666","236239_at","XPNPEP1"
"42667","239492_at","SEC14L4"
"42668","239327_at","SEC14L4"
"42669","238614_x_at","ZNF430"
"42670","236128_at","ZNF91"
"42671","238469_at","OGFRL1"
"42672","236434_at","PES1"
"42673","237074_at","TH2LCRR"
"42674","238656_at",""
"42675","240083_at","MEG8"
"42676","239133_at","CTDSPL2"
"42677","238750_at","CCL28"
"42678","238275_at","HAP1"
"42679","237122_at","WDR7"
"42680","237177_at","CNTN4"
"42681","237945_at","SNORD113-3"
"42682","238860_at","OARD1"
"42683","238548_at","PANK2"
"42684","238856_s_at","PANK2"
"42685","237807_at","SPATA12"
"42686","240055_at",""
"42687","237681_at","RBX1P2"
"42688","236768_at","LINC01233"
"42689","239482_x_at","ZNF708"
"42690","236817_at","ADAT2"
"42691","235615_at","PGGT1B"
"42692","240439_at","MTDHP3"
"42693","239761_at","GCNT1"
"42694","237576_x_at",""
"42695","237250_at",""
"42696","235900_at","SPNS3"
"42697","236992_at","C4orf19"
"42698","239054_at","SFMBT1"
"42699","239162_at","DAPK1-IT1"
"42700","240256_at",""
"42701","236533_at","ASAP1"
"42702","236644_at","RNF180"
"42703","236503_at",""
"42704","240316_at","C9orf57"
"42705","237245_at","BUB3"
"42706","238047_at","ARHGAP36"
"42707","237045_at","FAM91A1"
"42708","238074_at",""
"42709","236016_at",""
"42710","239730_at","ESS2"
"42711","235529_x_at","SAMHD1"
"42712","235964_x_at","SAMHD1"
"42713","235733_at","GXYLT2"
"42714","236009_at","PERP"
"42715","237975_at",""
"42716","238813_at","APEX2"
"42717","237226_at",""
"42718","238485_at","IQCH-AS1"
"42719","239483_at","EDRF1-DT"
"42720","236305_at","RFESD"
"42721","239142_at","RFESD"
"42722","236163_at","LIX1"
"42723","239931_at","MYC"
"42724","239884_at","CADPS"
"42725","237302_at","CNKSR3"
"42726","236782_at",""
"42727","236144_at","CPXM2"
"42728","239353_at","STK32A"
"42729","236783_at","KCNIP4"
"42730","238948_at","TM9SF1"
"42731","239835_at","KBTBD8"
"42732","237730_at",""
"42733","239688_at","SMC1A"
"42734","237936_at","SMC1A"
"42735","240147_at","C7orf50"
"42736","235998_at","RHPN1"
"42737","236107_at","UBE2Z"
"42738","236998_at","COA3"
"42739","238834_at","MYLK3"
"42740","235897_at","COPZ2"
"42741","238165_at",""
"42742","235580_at","ZNF141"
"42743","239217_x_at","ABCC3"
"42744","237452_at","COL27A1"
"42745","239575_at","OPALIN"
"42746","239582_at","PML"
"42747","235508_at","PML"
"42748","239659_at","BRD3"
"42749","240124_at",""
"42750","237385_at","LINC00867"
"42751","240123_at","PEX26"
"42752","235566_at","TMF1"
"42753","236829_at","TMF1"
"42754","239044_at","ITFG1"
"42755","238775_at","ITFG1"
"42756","239084_at","SNAP29"
"42757","237924_at",""
"42758","235924_at","FRK"
"42759","237696_at","LINC02283"
"42760","238051_x_at","PWWP2B"
"42761","239419_at","PTPRA"
"42762","239752_at","CECR2"
"42763","239261_s_at","CORIN"
"42764","239260_at","CORIN"
"42765","236016_at","SMARCE1"
"42766","236713_at",""
"42767","239894_at","NEBL-AS1"
"42768","236092_at",""
"42769","239439_at","AFF4"
"42770","236281_x_at","HTR7"
"42771","239812_s_at","IQCH"
"42772","239813_at","IQCH"
"42773","236701_at","GSG1L"
"42774","239043_at","ZNF404"
"42775","238944_at","ZNF404"
"42776","238944_at",""
"42777","240435_at","ALDH1A2"
"42778","236782_at","SAMD3"
"42779","236577_at","PRDM6"
"42780","239324_at","PDCL"
"42781","237342_at","TOLLIP"
"42782","239493_at","RPL7"
"42783","237345_at",""
"42784","237249_at","KCNQ1OT1"
"42785","236154_at","QKI"
"42786","236916_at","STRAP"
"42787","236855_at","LINC01561"
"42788","236044_at","PLPP4"
"42789","237416_at","PLPP4"
"42790","238211_at","CASC16"
"42791","236096_at","SIPA1L3"
"42792","236285_at","KLHDC7B"
"42793","239854_at","SYCE3"
"42794","236445_at","CYP2T1P"
"42795","235618_at","ZNF507"
"42796","236728_at","LNPEP"
"42797","240228_at","CSMD3"
"42798","235771_at","LINC00472"
"42799","237229_at",""
"42800","238878_at","ARX"
"42801","237500_at",""
"42802","238557_at","CHKB-DT"
"42803","235533_at","COX19"
"42804","236541_at","ARSA"
"42805","237468_at","LIFR-AS1"
"42806","237300_at","PSMA3"
"42807","236037_at","ARFGEF3"
"42808","236161_at",""
"42809","237592_at",""
"42810","239750_x_at","VAPA"
"42811","235917_at","INIP"
"42812","239363_at","INIP"
"42813","238461_at","EIF4E3"
"42814","238294_at","EHMT1"
"42815","236152_at","PAGE5"
"42816","240115_at","PPM1F-AS1"
"42817","238513_at","PRRG4"
"42818","237381_at","PSMD7-DT"
"42819","239080_at","TIMM9"
"42820","239598_s_at","LPCAT2"
"42821","237774_at","PENK"
"42822","238475_at","ALG10B"
"42823","239470_at","PAK6-AS1"
"42824","237592_at","ZC2HC1B"
"42825","240079_at","ZNF81"
"42826","238327_at","ODF3B"
"42827","240261_at","TOM1L1"
"42828","239912_at","JOSD1"
"42829","238074_at","WDR27"
"42830","235576_at","WDR27"
"42831","240301_at","DPPA2"
"42832","238596_at","FRA10AC1"
"42833","239431_at","TMED7-TICAM2"
"42834","236130_at","SNORA37"
"42835","238992_at","POLI"
"42836","239281_at","ZDHHC14"
"42837","239848_at","EIF3M"
"42838","238937_at","ZNF420"
"42839","237645_at",""
"42840","239295_at","SRSF12"
"42841","235768_at","SH3RF2"
"42842","239742_at","TULP4"
"42843","237581_at",""
"42844","236039_at","LYPD5"
"42845","236175_at","TRIM55"
"42846","237384_x_at","KCTD16"
"42847","236318_x_at","FBLL1"
"42848","236219_at","SLC35G1"
"42849","239265_at","SLC35G1"
"42850","239818_x_at","TRIB1"
"42851","239146_at","CLDND1"
"42852","237605_at","LINC02546"
"42853","239583_x_at","PSG5"
"42854","239450_at","NDUFV2-AS1"
"42855","236573_at","MIR133A1"
"42856","238227_at",""
"42857","237652_at","IQSEC2"
"42858","237369_at","RNU6-703P"
"42859","235822_at","COQ9"
"42860","240407_at","NAV2-AS6"
"42861","238128_at",""
"42862","237328_at","CCDC198"
"42863","239332_at","LINC02086"
"42864","239454_at","SCARF2"
"42865","238496_at","NSD3"
"42866","236021_at","CCBE1"
"42867","237783_at","PLAC8L1"
"42868","238659_at","DELE1"
"42869","239058_at","FOXC2"
"42870","238666_at","FDFT1"
"42871","236833_at","TTC16"
"42872","240460_at","FNDC1-AS1"
"42873","235698_at","ZFP90"
"42874","236108_at","EPG5"
"42875","238225_at","MIR3142HG"
"42876","240038_at","ELL2"
"42877","236716_at",""
"42878","238498_at",""
"42879","240129_at","PEDS1"
"42880","236023_at","CDK9"
"42881","238436_s_at","ZNF805"
"42882","238437_at","ZNF805"
"42883","235494_at","LSAMP"
"42884","238436_s_at",""
"42885","238437_at",""
"42886","238427_at","GRPEL2"
"42887","236136_at","CYTH3"
"42888","236490_at",""
"42889","236418_at","TTLL10"
"42890","235821_at","CCN4"
"42891","235809_at","LIN54"
"42892","236265_at","SP4"
"42893","235806_at","ARAP3"
"42894","237574_at",""
"42895","238523_at","KLHL36"
"42896","238025_at","MLKL"
"42897","236161_at","LINC02888"
"42898","237343_at","LINC01304"
"42899","236226_at","BTLA"
"42900","235717_at","ZNF229"
"42901","238195_at",""
"42902","238195_at","GCM1"
"42903","239286_at","CDH11"
"42904","236179_at","CDH11"
"42905","239769_at","CDH11"
"42906","237827_at","FAM205C"
"42907","239478_x_at","GPATCH2L"
"42908","236078_at","MEAK7"
"42909","238682_at","CCDC96"
"42910","239491_at","CERS5"
"42911","237142_at","PPARA"
"42912","239760_at",""
"42913","236535_at","SMC6"
"42914","235554_x_at","PACRGL"
"42915","235517_at","PACRGL"
"42916","237431_at","USP32"
"42917","235558_at","RBMS2"
"42918","239437_at","TSPYL1"
"42919","237960_at","CEP112"
"42920","235700_at","CT45A3"
"42921","235700_at","CT45A6"
"42922","235700_at","CT45A2"
"42923","235700_at","CT45A8"
"42924","238116_at","DYNLRB2"
"42925","235700_at","CT45A9"
"42926","238419_at","PHLDB2"
"42927","238999_at","CTDSP2"
"42928","238066_at","RBP7"
"42929","237712_at",""
"42930","239704_at","RNF144B"
"42931","235549_at","RNF144B"
"42932","235940_at","C9orf64"
"42933","237706_at","STXBP4"
"42934","237391_at","LINC02619"
"42935","237281_at","AKAP14"
"42936","237282_s_at","AKAP14"
"42937","237477_at","PDCL2"
"42938","238243_at","RASA1"
"42939","237724_at","MARCHF10"
"42940","236588_at","CFDP1"
"42941","235945_at","SRD5A2"
"42942","236248_x_at","TADA2B"
"42943","237870_at",""
"42944","236579_at","NKX2-1-AS1"
"42945","235583_at","ILDR1"
"42946","235864_at","ATP6V1D"
"42947","238752_at","GPLD1"
"42948","239776_at","TMEM232"
"42949","236756_at","CENPVL2"
"42950","236756_at","CENPVL1"
"42951","239770_at","ESYT3"
"42952","238129_s_at","FZD2"
"42953","237838_at",""
"42954","235653_s_at","THAP6"
"42955","238846_at","TNFRSF11A"
"42956","235496_at","HRCT1"
"42957","237178_at","LNCARSR"
"42958","239076_at","ADCY1"
"42959","238356_at","DOCK11"
"42960","238165_at","PDZRN3-AS1"
"42961","240006_at","SNHG22"
"42962","240365_at","MIR924HG"
"42963","238055_at","ATP8B1-AS1"
"42964","236135_at","PNPLA7"
"42965","240184_at","SYNPR-AS1"
"42966","236530_at","HS1BP3"
"42967","237407_at","HS1BP3"
"42968","236231_at","ZNF271P"
"42969","238007_at","ZNF271P"
"42970","237410_x_at","MIR122HG"
"42971","237757_at","MIR122HG"
"42972","236573_at","MIR133A1HG"
"42973","238569_at","GABBR1"
"42974","236054_at","KDSR-DT"
"42975","235914_at","SYNPO"
"42976","236118_at","GATA6-AS1"
"42977","237253_at","IGSF11-AS1"
"42978","238432_at","DLGAP1-AS1"
"42979","238251_at","LINC02264"
"42980","237684_at","LINC02032"
"42981","237027_at","LSAMP-AS1"
"42982","239391_at","FAM120AOS"
"42983","240286_at","OFD1"
"42984","236896_at","ZIC1"
"42985","236715_x_at","UACA"
"42986","238868_at","UACA"
"42987","237111_at","LINC01913"
"42988","237810_at","CLDN6"
"42989","239403_at","CCDC120"
"42990","237267_at","LINC03031"
"42991","237617_at","LINC03031"
"42992","238154_at","CEP70"
"42993","237641_at",""
"42994","239502_at",""
"42995","238793_at","TIGD7"
"42996","236117_at","ZNF597"
"42997","239698_at",""
"42998","236942_at","CCDC182"
"42999","238728_at",""
"43000","238728_at","MRPS23"
"43001","237820_at",""
"43002","236741_at","WDR72"
"43003","238253_at","WDR72"
"43004","238697_at","SMIM10L2A"
"43005","239277_at","ACOT9"
"43006","239488_at","PPM1L"
"43007","236339_at","PPM1L"
"43008","237003_at","BEST3"
"43009","238155_at",""
"43010","236150_at","HYKK"
"43011","236295_s_at","NLRC3"
"43012","239974_at","SLIT3-AS1"
"43013","236459_at","PRKCE"
"43014","237325_at","DRICH1"
"43015","237047_at","FAM230B"
"43016","235919_at","CEP78"
"43017","238641_at","TMEM51-AS1"
"43018","239120_at","TMEM51-AS1"
"43019","236388_at","STRN"
"43020","236980_at","STRN"
"43021","235718_at","SRL"
"43022","237509_at","LINC01616"
"43023","239115_at","TMED3"
"43024","239613_at","TMED3"
"43025","236615_at",""
"43026","236279_at",""
"43027","236292_at","RNF130"
"43028","239004_at","SQSTM1"
"43029","235530_at","SQSTM1"
"43030","237871_x_at","LINC01883"
"43031","238773_at","METTL15"
"43032","235908_at","MMP11"
"43033","238220_at","KDM6A"
"43034","239537_at","ST8SIA2"
"43035","239367_at","BDNF"
"43036","236922_at","NCK1"
"43037","235605_at","CASZ1"
"43038","240201_at","C15orf40"
"43039","236160_at","TRIP11"
"43040","239592_at",""
"43041","238425_at","PSMB2"
"43042","239667_at","SLC3A1"
"43043","240163_at","RORA-AS1"
"43044","240437_at","CASP9"
"43045","237451_x_at","CASP9"
"43046","239229_at","PHEX"
"43047","236968_at","CCER1"
"43048","235981_at","PPDPFL"
"43049","238519_at","DDI2"
"43050","236246_x_at","GPR199P"
"43051","237129_at",""
"43052","236688_at","FRMPD3"
"43053","237514_at","LINC01210"
"43054","239816_at","POLD3"
"43055","236073_at","EPHA10"
"43056","237818_at","LARP6"
"43057","236565_s_at","LARP6"
"43058","240371_at","LINC01192"
"43059","235567_at","RORA"
"43060","236266_at","RORA"
"43061","237400_at",""
"43062","237400_at","CDKL1"
"43063","235512_at","CDKL1"
"43064","236232_at","STX4"
"43065","236675_at","RPA1"
"43066","238693_at","PHC3"
"43067","236392_at","CUL9"
"43068","238923_at","SPOP"
"43069","236847_at","C19orf18"
"43070","238825_at","GCNA"
"43071","235722_at","SYNJ2BP"
"43072","239771_at","CAND1"
"43073","239475_at","PXYLP1"
"43074","236748_at","RASGEF1C"
"43075","238093_at","STPG3-AS1"
"43076","239190_at","VRK3"
"43077","235528_at","GUCA1B"
"43078","235848_x_at","ATL2"
"43079","237968_at","ATL2"
"43080","236090_at","AMD1"
"43081","240114_s_at","TMEM174"
"43082","235651_at","TTC22"
"43083","237298_at","ZNF473CR"
"43084","239320_at","LRRC4B"
"43085","235700_at","CT45A10"
"43086","239299_at","DDI1"
"43087","239400_at",""
"43088","237247_at","USP51"
"43089","237453_at","ZNF529"
"43090","236648_at","GMPS"
"43091","239481_at","FAM133A"
"43092","239480_at",""
"43093","237720_at","ASB4"
"43094","237721_s_at","ASB4"
"43095","235619_at","ASB4"
"43096","240161_s_at","MIR449A"
"43097","239202_at","RAB3B"
"43098","237274_at","LINC01208"
"43099","240427_at",""
"43100","239465_at","UQCRC2"
"43101","238850_at","MIR9-2"
"43102","238640_at","SMIM12"
"43103","238347_at","SLC38A10"
"43104","240252_at",""
"43105","239910_at","PSG6"
"43106","236104_at","HNRNPLL"
"43107","238943_at","FIBCD1"
"43108","240042_at","FIBCD1"
"43109","238008_at","PRR18"
"43110","236553_at",""
"43111","236843_at","NOX4"
"43112","239288_at","TNIK"
"43113","238190_at","TUFM"
"43114","238323_at","TEAD2"
"43115","238322_s_at","TEAD2"
"43116","238421_at","RC3H2"
"43117","239207_at","KDM5C"
"43118","236312_at","MAD2L1"
"43119","238162_at","LRRK1"
"43120","238566_at","ZNF334"
"43121","235826_at",""
"43122","237668_at","LINC01815"
"43123","239471_at","LRRC28"
"43124","238897_at","LRRC28"
"43125","236822_at",""
"43126","237132_at",""
"43127","237132_at","TJP2"
"43128","239241_at","TMEM123-DT"
"43129","239220_at","PRSS23-AS1"
"43130","236046_at","CCDC127"
"43131","238535_at","CEP152"
"43132","239413_at","CEP152"
"43133","239530_at","ADD2"
"43134","237336_at","ADD2"
"43135","236894_at","L1TD1"
"43136","236926_at","TBX1"
"43137","238865_at","PABPC4L"
"43138","236246_x_at",""
"43139","240430_at","KCMF1"
"43140","238071_at","LCN10"
"43141","235839_at","MIR3667HG"
"43142","238071_at",""
"43143","235837_at","SNIP1"
"43144","235625_at","VPS41"
"43145","236518_at",""
"43146","236590_at","ANKRD46"
"43147","238807_at","ANKRD46"
"43148","237322_at","MIAT"
"43149","238448_at","MRPL19"
"43150","236590_at","GAPDHP62"
"43151","238807_at","GAPDHP62"
"43152","238879_at","DCUN1D1"
"43153","237408_at","DCUN1D1"
"43154","236744_at","PHPT1"
"43155","236907_at","PABPC1"
"43156","238328_at","MPRIP"
"43157","240233_at","NUP50-DT"
"43158","238811_at","ATP11B"
"43159","235985_at","PITPNB"
"43160","240048_at","STRC"
"43161","237779_at",""
"43162","239262_at",""
"43163","236714_at","HTR1A"
"43164","236487_at","SCLT1"
"43165","238972_at","TRIM38"
"43166","236710_at","C1orf87"
"43167","236040_at","XAGE3"
"43168","236331_at","CDKL2"
"43169","239184_at","EMC2"
"43170","238870_at","KCNK9"
"43171","236595_at",""
"43172","236989_at","EIF3E"
"43173","238123_at","GABRQ"
"43174","236707_at","DAPP1"
"43175","236038_at","RNF150"
"43176","236700_at","EIF3C"
"43177","236378_at","CIB4"
"43178","240167_at","LINC01085"
"43179","239680_at","WDR76"
"43180","239715_at",""
"43181","238737_at","TCEANC2"
"43182","235972_at","TMEM131"
"43183","240106_at","GNPTAB"
"43184","237537_at","LINC01360"
"43185","238013_at","PLEKHA2"
"43186","235761_at","TPST2"
"43187","237322_at",""
"43188","239632_at","NLGN3"
"43189","236548_at","GIPC2"
"43190","236403_at","THAP7-AS1"
"43191","239015_at","THAP7-AS1"
"43192","237120_at","KRT77"
"43193","235541_at","LAS1L"
"43194","235709_at","GAS2L3"
"43195","238756_at","GAS2L3"
"43196","239824_s_at","TMEM107"
"43197","238590_x_at","TMEM107"
"43198","235490_at","TMEM107"
"43199","235490_at","SNORD118"
"43200","239219_at","AURKB"
"43201","236269_at","ZNF628"
"43202","239924_at",""
"43203","235816_s_at","RGL4"
"43204","239703_at","ZNF579"
"43205","236344_at","PDE1C"
"43206","239218_at","PDE1C"
"43207","238683_at","ZNF524"
"43208","236785_at","MAP3K5-AS1"
"43209","237205_at","CCDC196"
"43210","237101_at","GHSR"
"43211","236064_at","SLC25A35"
"43212","238839_at","OTX1"
"43213","239580_at",""
"43214","235775_at","TMTC2"
"43215","237036_at","FBXO10"
"43216","236465_at","RNF175"
"43217","237036_at",""
"43218","240100_at","LINC02036"
"43219","235658_at","JHY"
"43220","236531_at",""
"43221","237654_at","PPP1R36"
"43222","239916_at","CFAP52"
"43223","239137_x_at","C6orf223"
"43224","236189_at","ANKRD50"
"43225","237439_at","USP43"
"43226","238574_at","SLC25A51"
"43227","236176_at","LINC02777"
"43228","239535_at","POMT2"
"43229","239738_at","DACH2"
"43230","239873_at",""
"43231","237899_at","EDDM13"
"43232","237029_at","HGD"
"43233","238708_at","ZNF582-DT"
"43234","239329_at","RAB21"
"43235","239981_x_at",""
"43236","236854_at","LINC00494"
"43237","236289_at",""
"43238","235612_at","PRPF38A"
"43239","239431_at","TICAM2"
"43240","236810_at","ZNF740"
"43241","239836_at",""
"43242","237470_at","DOCK7"
"43243","237057_at","TSGA10"
"43244","239161_at","FDX1"
"43245","238632_at","LINC02562"
"43246","238963_at","RBM18"
"43247","239498_at","MRRF"
"43248","239720_at","ZGLP1"
"43249","236001_at",""
"43250","237188_x_at","SUN5"
"43251","237771_s_at","SNHG27"
"43252","237812_at",""
"43253","239863_at",""
"43254","236236_at","WNK3"
"43255","238570_at","ZNF611"
"43256","239942_at","GNG11"
"43257","237099_at","BPIFA2"
"43258","238002_at","GOLIM4"
"43259","235773_at","ZIK1"
"43260","240359_at","BPIFA3"
"43261","240063_at","SMARCA5"
"43262","240344_x_at","LYRM7"
"43263","238550_at","RUFY2"
"43264","238041_at","TCF12"
"43265","238777_x_at",""
"43266","236831_at","CCDC50"
"43267","238896_at","ST3GAL2"
"43268","238454_at","ZNF540"
"43269","238121_at","GK5"
"43270","238842_at","LCOR"
"43271","239053_at","CIAO1"
"43272","238578_at","TMEM182"
"43273","238867_at","TMEM182"
"43274","239410_at","HK2-DT"
"43275","237758_at",""
"43276","237440_at",""
"43277","239650_at","LYPD1"
"43278","238429_at","TMEM71"
"43279","237833_s_at","SNCAIP"
"43280","237834_at","SNCAIP"
"43281","240176_at",""
"43282","239170_at","ACTR3"
"43283","235495_at","CCDC97"
"43284","239548_at","NEGR1"
"43285","239158_at",""
"43286","235579_at","SCAF11"
"43287","237033_at","SHISAL2A"
"43288","239879_at","LINC01114"
"43289","237583_at",""
"43290","236385_at","CHRNA7"
"43291","238765_at","ATP6V1G1"
"43292","238664_s_at",""
"43293","235647_at","AP4S1"
"43294","240259_at","FLRT2"
"43295","238613_at","MAP3K20"
"43296","236146_at","SYNCRIP"
"43297","238904_at","NOVA2"
"43298","235560_at","NOVA2"
"43299","239522_at","IL12RB1"
"43300","236233_at","TRIM32"
"43301","237115_at","LINC02924"
"43302","236787_at","SOCAR"
"43303","238137_at","PLRG1"
"43304","238732_at","COL24A1"
"43305","237202_at","PGPEP1"
"43306","237332_at","MON2"
"43307","240032_at",""
"43308","236442_at","DPF3"
"43309","238532_at","DPF3"
"43310","238061_at","LGI3"
"43311","239101_at","ITCH"
"43312","237725_x_at","SMC5"
"43313","238804_at",""
"43314","237736_at","BSND"
"43315","238112_at","B3GAT1-DT"
"43316","237584_at",""
"43317","238587_at","UBASH3B"
"43318","238462_at","UBASH3B"
"43319","239514_at",""
"43320","236677_at","NGB"
